Student_ID,Gender,Age,Degree,CGPA,10th_Percentage,12th_Percentage,Backlogs,Technical_Skills,Communication_Skills,Aptitude_Score,Coding_Score,Internship,Internship_Months,Certifications,Projects,Attendance,Placement_Training,Preferred_Domain,Placement_Status,Company_Type,Package_LPA
STU0868,Female,21,B.Tech CSE,7.2,71.2,68.4,0,9.3,8.6,84,79,Yes,3,1,1,79.3,No,AI/ML,Placed,IT Services,5.62
STU0869,Male,21,BCA,7.02,79.2,68.3,0,7.5,6.7,73,81,Yes,3,1,5,92.5,Yes,Cyber Security,Not Placed,None,0.0
STU0870,Male,22,B.Sc Computer Science,8.26,58.0,60.8,1,7.1,7.7,50,79,Yes,3,0,5,81.5,No,Cyber Security,Placed,Startup,4.4
STU0871,Female,22,B.Sc Data Science,6.76,52.1,93.6,1,8.4,6.9,33,43,No,0,2,3,84.9,Yes,Software Development,Not Placed,None,0.0
STU0872,Female,21,B.Sc Data Science,8.29,84.4,74.1,1,8.2,7.0,70,57,No,0,2,3,97.1,No,Software Development,Not Placed,None,0.0
STU0873,Male,21,B.Sc Data Science,8.81,75.9,71.5,0,6.5,6.5,65,79,Yes,2,0,4,75.7,Yes,Software Development,Not Placed,None,0.0
STU0874,Female,22,B.Sc Computer Science,8.24,87.8,63.8,0,7.6,9.1,54,66,Yes,1,4,2,85.6,Yes,Networking,Placed,Startup,4.88
STU0875,Female,22,B.Tech CSE,7.89,62.3,98.0,0,6.9,6.0,44,47,No,0,0,3,87.5,Yes,Data Analytics,Placed,IT Services,2.52
STU0876,Female,22,B.Sc Computer Science,6.81,81.2,62.2,0,5.6,6.0,58,73,Yes,2,3,5,88.2,Yes,AI/ML,Not Placed,None,0.0
STU0877,Male,22,B.Sc Computer Science,6.93,94.7,69.3,0,9.1,10.0,65,53,Yes,3,0,5,80.4,Yes,Cloud Computing,Not Placed,None,0.0
STU0878,Male,21,BCA,8.71,80.2,78.6,0,7.1,8.6,77,96,Yes,2,4,5,100.0,Yes,Cloud Computing,Placed,IT Services,5.13
STU0879,Female,21,B.Tech IT,8.31,78.8,80.6,1,10.0,3.5,71,91,Yes,6,0,2,73.6,Yes,Data Analytics,Not Placed,None,0.0
STU0880,Female,22,BCA,7.62,76.1,84.5,0,4.4,6.3,91,75,No,0,3,2,95.7,Yes,Networking,Not Placed,None,0.0
STU0881,Female,22,B.Sc Computer Science,7.29,60.3,93.9,0,6.1,4.4,54,88,Yes,2,1,2,93.7,Yes,Data Analytics,Not Placed,None,0.0
STU0882,Male,22,B.Tech CSE,5.93,89.6,79.6,0,7.1,5.7,80,66,Yes,2,3,3,99.2,Yes,Data Analytics,Not Placed,None,0.0
STU0883,Female,22,BCA,6.74,69.9,62.4,0,8.8,2.4,69,78,Yes,3,1,2,71.3,Yes,Networking,Placed,Product Company,6.65
STU0884,Female,22,B.Sc Networking,9.27,81.0,71.2,0,7.6,6.9,78,90,No,0,0,2,77.0,Yes,Cyber Security,Not Placed,None,0.0
STU0885,Male,21,B.Sc Networking,6.56,60.4,77.4,1,7.5,5.4,62,69,Yes,2,3,3,95.9,Yes,Software Development,Not Placed,None,0.0
STU0886,Female,21,B.Sc Data Science,7.81,64.2,96.8,0,5.2,7.2,83,61,Yes,2,0,4,69.0,No,Cyber Security,Placed,Consulting,3.11
STU0887,Male,20,B.Tech IT,8.51,90.4,58.6,1,5.1,4.7,72,36,No,0,4,4,71.1,Yes,Cyber Security,Not Placed,None,0.0
STU0888,Female,21,B.Sc Computer Science,6.58,72.5,87.2,0,7.5,7.2,58,64,No,0,0,4,80.1,No,Cyber Security,Not Placed,None,0.0
STU0889,Female,22,B.Tech CSE,7.81,90.5,76.0,1,4.8,6.5,68,79,No,0,1,0,85.5,Yes,Cloud Computing,Not Placed,None,0.0
STU0890,Female,24,B.Tech CSE,8.45,75.2,83.2,0,6.1,9.4,65,81,No,0,2,1,96.7,No,Networking,Not Placed,None,0.0
STU0891,Male,21,B.Sc Computer Science,7.66,57.6,72.9,0,7.8,9.2,75,74,Yes,6,1,4,82.5,Yes,Cloud Computing,Placed,IT Services,3.39
STU0892,Male,21,B.Tech CSE,9.8,84.9,64.7,0,5.4,8.3,51,56,Yes,6,1,3,79.1,Yes,Software Development,Placed,IT Services,5.93
STU0893,Male,22,B.Tech CSE,6.23,70.1,82.3,1,9.6,6.6,68,31,Yes,6,3,3,86.5,No,AI/ML,Placed,Startup,4.28
STU0894,Female,21,B.Tech IT,8.55,83.0,81.2,2,9.0,10.0,74,57,Yes,2,3,1,87.8,No,Software Development,Not Placed,None,0.0
STU0895,Male,22,B.Sc Networking,7.5,76.3,84.7,0,4.5,4.8,68,60,No,0,4,2,87.5,Yes,Cyber Security,Not Placed,None,0.0
STU0896,Female,22,B.Tech CSE,8.31,60.6,73.9,0,5.5,5.0,87,60,No,0,1,3,82.6,Yes,Networking,Placed,FinTech,6.65
STU0897,Female,22,B.Tech IT,8.03,77.6,67.4,2,3.3,7.0,79,76,No,0,2,4,68.4,Yes,Software Development,Placed,Product Company,5.5
STU0898,Male,21,BCA,7.03,98.0,56.9,0,5.7,10.0,68,99,Yes,1,1,5,76.7,Yes,AI/ML,Placed,IT Services,4.12
STU0899,Female,21,B.Sc Computer Science,7.84,80.9,83.0,0,8.2,6.8,71,67,No,0,1,3,95.4,No,Software Development,Placed,Product Company,5.2
STU0900,Female,22,B.Sc Networking,6.07,75.4,78.7,0,6.3,6.8,72,61,No,0,3,3,85.5,Yes,Cyber Security,Not Placed,None,0.0
STU0901,Female,22,B.Sc Networking,8.16,86.8,63.4,0,7.7,4.9,74,61,Yes,4,1,4,81.4,Yes,Networking,Not Placed,None,0.0
STU0902,Female,20,B.Tech CSE,7.9,78.1,68.1,1,4.6,8.5,42,67,No,0,1,3,92.9,Yes,AI/ML,Not Placed,None,0.0
STU0903,Female,22,B.Sc Networking,8.19,78.1,68.9,1,8.3,8.5,64,51,Yes,4,1,3,75.0,Yes,Software Development,Placed,Startup,3.72
STU0904,Male,20,B.Sc Computer Science,8.55,65.1,57.7,0,6.1,8.3,47,67,Yes,3,2,4,82.2,Yes,Data Analytics,Not Placed,None,0.0
STU0905,Female,22,B.Tech IT,7.96,78.3,65.0,0,7.0,6.2,86,73,No,0,4,4,85.1,No,Cloud Computing,Placed,Product Company,4.14
STU0906,Male,21,B.Sc Networking,7.78,86.4,61.5,1,6.9,6.0,67,69,No,0,2,4,80.5,Yes,Software Development,Not Placed,None,0.0
STU0907,Male,23,B.Sc Data Science,6.9,67.6,69.5,0,5.0,5.2,65,73,Yes,1,1,2,84.8,No,AI/ML,Not Placed,None,0.0
STU0908,Female,21,BCA,7.04,90.2,65.9,1,5.2,7.2,81,72,Yes,3,3,3,82.5,Yes,Cyber Security,Not Placed,None,0.0
STU0909,Female,21,BCA,8.66,75.1,56.1,0,8.5,5.5,74,35,No,0,2,4,72.8,Yes,Cloud Computing,Placed,IT Services,4.16
STU0910,Female,21,BCA,8.87,67.1,96.2,0,7.6,5.3,52,76,No,0,0,1,85.5,Yes,Networking,Not Placed,None,0.0
STU0911,Male,21,BCA,7.45,86.0,87.8,2,8.7,6.5,67,54,No,0,0,4,73.4,Yes,Software Development,Not Placed,None,0.0
STU0912,Female,22,B.Sc Networking,7.69,73.1,65.4,0,7.5,6.4,63,46,Yes,6,0,2,85.3,No,Cloud Computing,Not Placed,None,0.0
STU0913,Male,24,B.Tech CSE,6.88,83.6,77.0,0,7.2,6.3,44,46,Yes,2,1,4,95.0,Yes,Data Analytics,Placed,Startup,3.39
STU0914,Female,21,B.Sc Data Science,8.65,73.1,78.6,0,4.2,7.8,58,72,Yes,2,3,3,81.8,Yes,Networking,Placed,Product Company,4.76
STU0915,Male,21,BCA,8.22,75.4,87.1,0,6.6,7.2,65,61,Yes,3,1,2,74.6,Yes,Software Development,Placed,FinTech,4.2
STU0916,Female,22,B.Tech CSE,9.3,80.9,65.0,0,7.0,6.7,66,36,Yes,3,1,3,83.0,Yes,Data Analytics,Placed,Product Company,5.99
STU0917,Female,23,B.Tech CSE,6.9,78.9,86.0,3,10.0,7.4,47,73,Yes,3,4,3,77.3,No,Software Development,Not Placed,None,0.0
STU0918,Male,22,B.Tech CSE,7.33,56.0,68.0,1,8.1,5.6,84,41,Yes,4,3,3,88.8,Yes,Data Analytics,Not Placed,None,0.0
STU0919,Male,21,B.Sc Computer Science,7.85,64.8,59.3,0,9.5,7.3,67,67,Yes,3,2,3,82.8,No,AI/ML,Placed,Startup,4.61
STU0920,Female,21,BCA,8.2,85.3,82.0,0,8.0,7.3,69,69,No,0,1,4,97.7,Yes,Cloud Computing,Placed,IT Services,4.73
STU0921,Male,22,BCA,7.47,74.7,88.2,0,5.9,4.8,74,80,Yes,3,0,3,93.3,Yes,Data Analytics,Not Placed,None,0.0
STU0922,Male,20,B.Tech CSE,6.91,70.8,98.0,0,7.2,8.6,57,95,Yes,1,0,3,82.8,Yes,Networking,Not Placed,None,0.0
STU0923,Male,22,B.Tech CSE,8.4,62.4,60.8,0,7.4,5.8,74,42,Yes,3,0,1,89.7,No,Software Development,Not Placed,None,0.0
STU0924,Male,21,BCA,8.26,65.2,81.7,1,5.5,7.2,63,64,Yes,4,1,5,80.9,No,Cloud Computing,Not Placed,None,0.0
STU0925,Female,22,B.Sc Computer Science,6.87,55.8,69.5,0,6.4,8.8,55,60,Yes,1,2,2,84.3,Yes,Cloud Computing,Placed,FinTech,4.62
STU0926,Female,21,B.Sc Data Science,8.8,75.0,82.6,1,6.7,8.5,76,72,No,0,0,3,81.1,Yes,Networking,Not Placed,None,0.0
STU0927,Female,22,B.Tech CSE,8.64,70.0,57.8,0,9.6,7.2,89,69,No,0,0,4,90.1,Yes,Software Development,Placed,Startup,5.62
STU0928,Male,21,B.Sc Data Science,7.76,66.3,60.1,0,3.7,6.6,78,59,Yes,2,0,2,95.5,Yes,AI/ML,Not Placed,None,0.0
STU0929,Male,22,B.Tech CSE,7.72,75.3,65.5,0,8.9,8.5,81,58,Yes,3,2,3,90.4,Yes,Data Analytics,Placed,IT Services,4.08
STU0930,Female,20,B.Sc Computer Science,8.12,79.6,74.9,0,5.5,8.1,61,46,No,0,2,2,91.4,Yes,AI/ML,Placed,IT Services,3.02
STU0931,Female,22,B.Tech IT,6.92,96.9,66.9,0,4.8,6.2,46,82,No,0,2,4,91.4,Yes,Software Development,Not Placed,None,0.0
STU0932,Male,22,B.Tech CSE,7.68,60.9,81.2,2,8.9,5.9,89,73,Yes,1,1,3,88.4,Yes,Networking,Placed,Consulting,5.96
STU0933,Male,22,B.Sc Networking,5.82,87.6,85.3,0,8.2,4.0,97,81,Yes,4,1,4,74.9,Yes,Networking,Not Placed,None,0.0
STU0934,Male,22,B.Tech IT,8.39,85.7,80.6,2,9.0,7.3,90,60,No,0,0,4,97.6,No,Networking,Placed,Startup,3.99
STU0935,Female,22,B.Tech CSE,6.32,68.2,91.8,0,8.3,7.0,63,54,No,0,1,3,98.4,Yes,Networking,Not Placed,None,0.0
STU0936,Female,22,B.Sc Networking,8.93,78.0,78.6,3,10.0,8.8,52,47,No,0,4,4,82.1,No,Data Analytics,Not Placed,None,0.0
STU0937,Female,21,B.Tech CSE,7.37,71.4,60.6,0,7.9,7.6,53,71,No,0,5,3,81.0,Yes,Software Development,Placed,IT Services,2.4
STU0938,Male,22,B.Tech IT,7.47,77.9,89.0,2,6.7,9.1,44,47,No,0,2,2,88.9,Yes,Software Development,Not Placed,None,0.0
STU0939,Female,21,B.Sc Data Science,7.12,91.1,67.3,0,7.5,6.1,66,96,Yes,2,4,3,88.4,Yes,Cloud Computing,Placed,Startup,2.93
STU0940,Male,20,B.Sc Networking,7.41,82.1,84.0,1,9.0,8.8,90,43,Yes,1,2,4,82.4,Yes,Cloud Computing,Not Placed,None,0.0
STU0941,Female,20,BCA,8.86,81.1,91.3,2,5.8,6.3,66,70,No,0,0,3,74.0,Yes,Networking,Not Placed,None,0.0
STU0942,Male,21,B.Tech IT,5.54,71.7,79.0,0,6.0,8.3,72,92,No,0,5,2,86.4,Yes,Cloud Computing,Not Placed,None,0.0
STU0943,Male,22,BCA,8.74,61.2,57.5,0,6.5,4.9,87,75,No,0,0,2,88.4,No,Cyber Security,Not Placed,None,0.0
STU0944,Male,22,B.Tech CSE,7.94,73.9,63.9,0,3.6,7.5,62,68,Yes,6,2,3,89.8,Yes,Cloud Computing,Placed,Product Company,5.09
STU0945,Female,22,B.Tech CSE,6.62,88.1,88.6,2,7.2,4.1,96,49,Yes,4,1,1,86.8,No,Data Analytics,Not Placed,None,0.0
STU0946,Female,21,B.Sc Networking,6.74,60.7,72.1,0,4.0,6.7,96,42,Yes,3,1,3,81.8,Yes,Software Development,Not Placed,None,0.0
STU0947,Female,21,B.Tech IT,9.07,65.4,74.9,0,7.1,7.8,66,78,Yes,3,2,3,92.0,Yes,Cloud Computing,Placed,IT Services,4.64
STU0948,Male,21,B.Tech IT,6.85,77.3,82.3,0,8.4,6.3,60,91,Yes,4,1,3,84.5,Yes,Cyber Security,Not Placed,None,0.0
STU0949,Male,21,B.Sc Computer Science,6.67,66.2,81.7,0,6.2,5.5,78,58,No,0,1,2,80.3,No,Software Development,Not Placed,None,0.0
STU0950,Male,21,B.Sc Data Science,8.62,68.1,77.1,1,9.7,8.4,63,46,Yes,3,1,3,82.6,Yes,Networking,Placed,Startup,6.53
STU0951,Male,21,B.Tech CSE,7.94,71.8,71.7,0,4.7,6.9,52,23,No,0,1,4,70.0,No,AI/ML,Not Placed,None,0.0
STU0952,Male,21,B.Tech CSE,6.85,62.3,70.6,0,8.9,6.4,86,48,No,0,4,5,82.5,Yes,Cloud Computing,Not Placed,None,0.0
STU0953,Female,22,B.Tech CSE,7.83,66.3,83.4,2,8.1,7.2,85,63,Yes,3,3,3,89.5,No,Networking,Placed,FinTech,4.65
STU0954,Male,22,B.Sc Computer Science,6.78,83.0,80.1,0,4.3,10.0,70,92,Yes,2,1,1,86.7,Yes,Data Analytics,Not Placed,None,0.0
STU0955,Female,24,B.Sc Data Science,8.59,62.9,71.2,0,10.0,8.8,50,76,No,0,0,5,96.2,Yes,Data Analytics,Not Placed,None,0.0
STU0956,Female,23,B.Tech CSE,8.55,60.0,85.9,0,6.9,8.8,51,70,No,0,3,3,81.9,Yes,Networking,Not Placed,None,0.0
STU0957,Male,22,B.Tech CSE,8.1,69.7,72.6,0,5.6,7.8,70,58,No,0,0,2,87.9,Yes,Cloud Computing,Placed,Startup,2.77
STU0958,Female,21,B.Tech CSE,7.96,83.3,64.6,0,4.7,7.3,61,55,No,0,1,1,90.3,Yes,Cyber Security,Not Placed,None,0.0
STU0959,Female,22,BCA,9.15,74.0,65.7,1,6.6,3.5,63,89,No,0,1,1,100.0,Yes,Networking,Not Placed,None,0.0
STU0960,Male,22,B.Tech CSE,7.65,71.4,63.2,0,6.8,6.1,82,68,No,0,4,2,85.2,Yes,Networking,Placed,Consulting,3.35
STU0961,Female,21,BCA,6.65,76.4,71.0,0,7.2,6.4,78,29,No,0,0,1,75.6,Yes,Software Development,Placed,Product Company,4.36
STU0962,Male,21,B.Sc Computer Science,8.03,58.5,87.6,0,6.5,4.3,87,54,No,0,0,4,90.8,Yes,AI/ML,Not Placed,None,0.0
STU0963,Female,22,B.Sc Computer Science,9.42,80.9,65.1,0,8.0,5.4,54,50,No,0,2,3,98.9,Yes,Cloud Computing,Placed,IT Services,4.6
STU0964,Female,21,B.Sc Data Science,6.79,79.8,76.1,1,6.4,4.1,63,56,Yes,4,1,3,81.4,Yes,Cyber Security,Not Placed,None,0.0
STU0965,Female,22,B.Tech CSE,7.34,71.9,66.8,0,3.9,7.0,79,75,No,0,2,4,90.7,No,Software Development,Not Placed,None,0.0
STU0966,Female,22,B.Tech CSE,8.0,86.1,71.1,0,6.8,8.3,74,63,Yes,2,1,4,93.8,No,Software Development,Placed,IT Services,3.97
STU0967,Male,21,B.Tech CSE,7.6,64.7,57.4,0,3.2,8.8,89,64,No,0,1,4,92.1,Yes,Data Analytics,Not Placed,None,0.0
STU0968,Female,21,B.Tech IT,6.82,87.3,71.6,0,7.6,7.7,74,87,Yes,3,0,5,85.0,No,AI/ML,Not Placed,None,0.0
STU0969,Male,21,B.Sc Data Science,8.6,77.5,71.9,0,5.4,5.7,94,53,Yes,2,0,3,78.4,Yes,Networking,Not Placed,None,0.0
STU0970,Female,20,B.Sc Computer Science,9.62,72.6,79.9,0,7.3,4.2,76,97,Yes,4,3,5,83.3,Yes,Cloud Computing,Placed,IT Services,5.84
STU0971,Male,20,B.Sc Computer Science,7.82,75.8,76.5,0,9.1,4.5,83,54,Yes,3,4,4,87.7,Yes,AI/ML,Not Placed,None,0.0
STU0972,Male,22,B.Sc Networking,6.88,74.9,60.8,1,5.5,5.2,63,67,Yes,6,1,1,91.3,No,Data Analytics,Not Placed,None,0.0
STU0973,Male,21,B.Tech CSE,6.33,88.2,85.9,0,8.7,5.8,68,60,No,0,0,3,86.7,Yes,Software Development,Not Placed,None,0.0
STU0974,Female,21,B.Tech CSE,7.87,65.2,76.3,1,6.3,6.9,81,67,Yes,3,0,3,81.0,No,Software Development,Not Placed,None,0.0
STU0975,Female,21,B.Sc Computer Science,8.59,68.4,76.2,1,9.8,5.6,91,73,Yes,3,2,4,88.4,No,Data Analytics,Placed,Startup,6.05
STU0976,Female,23,B.Sc Networking,8.05,86.4,73.9,0,6.4,7.6,78,72,Yes,2,2,2,90.9,Yes,Cyber Security,Placed,IT Services,4.6
STU0977,Male,21,B.Tech CSE,7.65,70.0,68.3,0,5.7,6.8,67,52,No,0,1,3,87.0,Yes,AI/ML,Not Placed,None,0.0
STU0978,Female,21,B.Sc Networking,7.15,85.0,76.4,0,8.1,7.1,87,46,Yes,3,2,0,77.3,Yes,Software Development,Not Placed,None,0.0
STU0979,Male,22,B.Tech CSE,6.72,93.0,79.2,0,6.3,8.8,37,100,Yes,3,2,2,82.5,Yes,Networking,Placed,Product Company,5.27
STU0980,Male,22,B.Sc Data Science,8.36,72.0,54.8,0,5.7,5.3,48,57,Yes,2,4,1,91.6,Yes,Data Analytics,Not Placed,None,0.0
STU0981,Female,21,B.Sc Computer Science,8.43,82.8,68.1,0,6.2,7.7,78,77,No,0,0,3,72.9,Yes,Software Development,Not Placed,None,0.0
STU0982,Male,22,BCA,6.34,64.5,71.2,0,6.9,7.1,68,38,Yes,3,0,4,67.3,Yes,Software Development,Not Placed,None,0.0
STU0983,Female,21,B.Tech CSE,9.0,83.5,76.8,0,9.1,6.6,76,60,Yes,2,0,2,96.1,Yes,Software Development,Placed,Consulting,5.42
STU0984,Female,21,B.Tech CSE,8.14,78.0,87.1,0,3.9,8.4,69,63,Yes,1,3,3,88.1,Yes,Cloud Computing,Placed,IT Services,4.44
STU0985,Male,21,B.Tech IT,8.84,80.7,65.5,0,7.0,8.4,76,73,No,0,3,2,88.9,Yes,Software Development,Placed,IT Services,4.72
STU0986,Male,21,B.Sc Data Science,6.51,69.5,68.5,0,8.0,5.7,57,20,Yes,2,2,1,75.4,Yes,Data Analytics,Not Placed,None,0.0
STU0987,Male,22,B.Sc Networking,6.49,59.4,68.4,0,7.3,6.8,76,68,No,0,0,3,89.9,Yes,Cyber Security,Not Placed,None,0.0
STU0988,Female,21,B.Tech IT,7.52,81.0,65.2,0,9.1,7.5,82,45,Yes,2,1,1,86.2,Yes,Software Development,Not Placed,None,0.0
STU0989,Female,21,B.Tech CSE,8.08,55.4,70.2,0,6.9,6.7,85,71,Yes,3,1,3,71.3,No,Cloud Computing,Not Placed,None,0.0
STU0990,Male,22,B.Tech CSE,9.18,72.8,82.5,0,6.7,8.0,96,47,Yes,3,2,0,95.4,Yes,Software Development,Placed,Startup,6.21
STU0991,Male,22,B.Sc Networking,8.25,85.4,62.4,0,7.9,7.5,71,50,Yes,3,1,1,85.3,Yes,Cyber Security,Placed,Startup,4.72
STU0992,Male,21,B.Tech CSE,7.44,77.9,78.7,0,7.2,9.8,72,60,Yes,4,0,3,80.8,No,Software Development,Not Placed,None,0.0
STU0993,Female,22,B.Tech IT,6.78,95.5,55.3,0,6.4,4.8,47,47,Yes,3,3,3,81.0,Yes,Data Analytics,Placed,Product Company,4.75
STU0994,Male,21,B.Sc Computer Science,8.7,86.3,67.8,1,7.8,6.9,61,57,Yes,3,1,0,67.9,No,Software Development,Placed,Consulting,5.83
STU0995,Female,22,B.Sc Networking,6.83,69.5,70.4,1,6.0,5.7,65,45,No,0,1,3,88.7,Yes,Networking,Not Placed,None,0.0
STU0996,Female,22,B.Tech CSE,9.03,76.3,92.4,0,6.0,8.0,83,34,No,0,0,4,86.1,No,Cyber Security,Not Placed,None,0.0
STU0997,Male,23,B.Sc Networking,7.41,75.5,71.0,0,6.2,4.7,59,82,Yes,3,3,4,82.4,No,Cloud Computing,Not Placed,None,0.0
STU0998,Female,20,BCA,9.0,60.2,49.8,0,9.2,7.6,79,43,No,0,2,1,94.2,Yes,Software Development,Placed,Product Company,7.03
STU0999,Male,20,BCA,8.23,66.6,52.0,1,2.0,6.2,68,62,No,0,4,3,72.9,Yes,Networking,Placed,FinTech,5.55
STU1000,Female,21,B.Tech CSE,7.53,70.4,74.4,0,7.6,6.0,66,78,No,0,2,3,79.2,No,Cloud Computing,Placed,IT Services,2.4
